t;w;x;y;z;ax;ay;az
2389;0.01;0.05;-1.00;0.01;108;-146;-8691
2413;0.01;0.05;-1.00;0.01;109;-146;-8689
2473;0.01;0.05;-1.00;0.01;113;-139;-8687
2489;0.01;0.05;-1.00;0.01;113;-139;-8690
2505;0.01;0.05;-1.00;0.01;105;-137;-8687
2523;0.01;0.05;-1.00;0.01;101;-140;-8686
2542;0.01;0.05;-1.00;0.01;103;-139;-8685
2560;0.01;0.05;-1.00;0.01;106;-140;-8684
2576;0.01;0.05;-1.00;0.01;108;-145;-8685
2594;0.01;0.05;-1.00;0.01;109;-144;-8689
2623;0.01;0.05;-1.00;0.01;101;-139;-8690
2638;0.01;0.05;-1.00;0.01;105;-136;-8698
2655;0.01;0.05;-1.00;0.01;109;-139;-8700
2673;0.01;0.05;-1.00;0.01;116;-139;-8698
2692;0.01;0.05;-1.00;0.01;115;-135;-8701
2709;0.01;0.05;-1.00;0.01;116;-135;-8696
2726;0.01;0.05;-1.00;0.01;115;-137;-8698
2744;0.01;0.05;-1.00;0.01;115;-140;-8701
2762;0.01;0.05;-1.00;0.01;113;-142;-8696
2781;0.01;0.05;-1.00;0.01;113;-144;-8692
2797;0.01;0.05;-1.00;0.01;115;-144;-8695
2815;0.01;0.05;-1.00;0.01;116;-142;-8689
2834;0.01;0.05;-1.00;0.01;121;-140;-8691
2855;0.01;0.05;-1.00;0.01;115;-141;-8696
2871;0.01;0.05;-1.00;0.01;113;-143;-8699
2889;0.01;0.05;-1.00;0.01;114;-140;-8692
2909;0.01;0.05;-1.00;0.01;112;-140;-8696
2925;0.01;0.05;-1.00;0.01;113;-140;-8695
2942;0.01;0.05;-1.00;0.01;110;-139;-8697
2961;0.01;0.05;-1.00;0.01;108;-139;-8694
2979;0.01;0.05;-1.00;0.01;111;-140;-8687
2996;0.01;0.05;-1.00;0.01;105;-140;-8683
3012;0.01;0.05;-1.00;0.01;98;-139;-8684
3032;0.01;0.05;-1.00;0.01;103;-141;-8680
3050;0.01;0.05;-1.00;0.01;104;-141;-8686
3070;0.01;0.05;-1.00;0.01;102;-140;-8688
3088;0.01;0.05;-1.00;0.01;101;-142;-8688
3106;0.01;0.05;-1.00;0.01;106;-144;-8691
3124;0.01;0.05;-1.00;0.01;108;-142;-8691
3140;0.01;0.05;-1.00;0.01;107;-145;-8697
3159;0.01;0.05;-1.00;0.01;110;-147;-8696
3183;0.01;0.05;-1.00;0.01;116;-141;-8696
3201;0.01;0.05;-1.00;0.01;113;-139;-8698
3217;0.01;0.05;-1.00;0.01;113;-138;-8691
3234;0.01;0.05;-1.00;0.01;114;-140;-8689
3254;0.01;0.05;-1.00;0.01;114;-139;-8692
3271;0.01;0.05;-1.00;0.01;117;-139;-8696
3292;0.01;0.05;-1.00;0.01;112;-139;-8693
3309;0.01;0.05;-1.00;0.01;110;-140;-8690
3328;0.01;0.05;-1.00;0.01;108;-139;-8693
3345;0.01;0.05;-1.00;0.01;108;-139;-8692
3363;0.01;0.05;-1.00;0.01;105;-138;-8690
3381;0.01;0.05;-1.00;0.01;106;-138;-8692
3398;0.01;0.05;-1.00;0.01;109;-137;-8700
3416;0.01;0.05;-1.00;0.01;106;-135;-8704
3434;0.01;0.05;-1.00;0.01;109;-139;-8702
3452;0.01;0.05;-1.00;0.01;108;-140;-8700
3469;0.01;0.05;-1.00;0.01;113;-141;-8700
3486;0.01;0.05;-1.00;0.01;112;-144;-8692
3509;0.01;0.05;-1.00;0.01;113;-146;-8696
3525;0.01;0.05;-1.00;0.01;111;-147;-8695
3543;0.01;0.05;-1.00;0.01;102;-144;-8694
3562;0.01;0.05;-1.00;0.01;103;-146;-8694
3580;0.01;0.05;-1.00;0.01;107;-146;-8692
3596;0.01;0.05;-1.00;0.01;110;-145;-8689
3613;0.01;0.05;-1.00;0.01;106;-144;-8700
3633;0.01;0.05;-1.00;0.01;107;-142;-8704
3650;0.01;0.05;-1.00;0.01;105;-138;-8699
3667;0.01;0.05;-1.00;0.01;104;-141;-8698
3684;0.01;0.05;-1.00;0.01;102;-140;-8700
3703;0.01;0.05;-1.00;0.01;102;-137;-8697
3732;0.01;0.05;-1.00;0.01;102;-148;-8699
3749;0.01;0.05;-1.00;0.01;104;-147;-8701
3768;0.01;0.05;-1.00;0.01;100;-147;-8699
3786;0.01;0.05;-1.00;0.01;99;-148;-8703
3803;0.01;0.05;-1.00;0.01;101;-151;-8700
3819;0.01;0.05;-1.00;0.01;103;-149;-8694
3839;0.01;0.05;-1.00;0.01;104;-152;-8689
3857;0.01;0.05;-1.00;0.01;112;-149;-8691
3873;0.01;0.05;-1.00;0.01;116;-147;-8690
4892;0.01;0.05;-1.00;0.01;104;-142;-8687
4911;0.01;0.05;-1.00;0.01;107;-145;-8685
4930;0.01;0.05;-1.00;0.01;112;-150;-8684
4947;0.01;0.05;-1.00;0.01;111;-144;-8675
4967;0.01;0.05;-1.00;0.01;112;-140;-8675
4986;0.01;0.05;-1.00;0.01;115;-137;-8676
5003;0.01;0.05;-1.00;0.01;113;-134;-8679
5019;0.01;0.05;-1.00;0.01;113;-134;-8687
5037;0.01;0.05;-1.00;0.01;115;-134;-8695
5056;0.01;0.05;-1.00;0.01;114;-132;-8699
5074;0.01;0.05;-1.00;0.01;115;-135;-8696
5090;0.01;0.05;-1.00;0.01;113;-135;-8687
5107;0.01;0.05;-1.00;0.01;106;-137;-8688
5127;0.01;0.05;-1.00;0.01;106;-142;-8684
5145;0.01;0.05;-1.00;0.01;110;-141;-8688
5163;0.01;0.05;-1.00;0.01;110;-140;-8692
5226;0.01;0.05;-1.00;0.01;110;-138;-8691
5252;0.01;0.05;-1.00;0.01;104;-144;-8697
5269;0.01;0.05;-1.00;0.01;103;-143;-8688
5288;0.01;0.05;-1.00;0.01;106;-140;-8693
5305;0.01;0.05;-1.00;0.01;103;-138;-8685
5322;0.01;0.05;-1.00;0.01;102;-140;-8683
5340;0.01;0.05;-1.00;0.01;105;-143;-8688
5358;0.01;0.05;-1.00;0.01;110;-142;-8683
5376;0.01;0.05;-1.00;0.01;113;-143;-8683
5393;0.01;0.05;-1.00;0.01;112;-145;-8687
5410;0.01;0.05;-1.00;0.01;114;-146;-8687
5428;0.01;0.05;-1.00;0.01;114;-145;-8681
5448;0.01;0.05;-1.00;0.01;113;-144;-8682
5467;0.01;0.05;-1.00;0.01;113;-139;-8682
5485;0.01;0.05;-1.00;0.01;112;-138;-8683
5503;0.01;0.05;-1.00;0.01;105;-137;-8683
5519;0.01;0.05;-1.00;0.01;102;-137;-8687
5536;0.01;0.05;-1.00;0.01;106;-137;-8691
5556;0.01;0.05;-1.00;0.01;102;-138;-8692
5573;0.01;0.05;-1.00;0.01;105;-140;-8687
5590;0.01;0.05;-1.00;0.01;103;-139;-8684
5607;0.01;0.05;-1.00;0.01;106;-143;-8694
5627;0.01;0.05;-1.00;0.01;108;-147;-8698
5645;0.01;0.05;-1.00;0.01;109;-145;-8700
5665;0.01;0.05;-1.00;0.01;112;-146;-8699
5691;0.01;0.05;-1.00;0.01;113;-143;-8695
5708;0.01;0.05;-1.00;0.01;114;-138;-8694
5725;0.01;0.05;-1.00;0.01;112;-137;-8692
5741;0.01;0.05;-1.00;0.01;113;-141;-8698
5761;0.01;0.05;-1.00;0.01;114;-146;-8694
5779;0.01;0.05;-1.00;0.01;109;-145;-8696
5802;0.01;0.05;-1.00;0.01;115;-145;-8690
5818;0.01;0.05;-1.00;0.01;109;-148;-8687
5837;0.01;0.05;-1.00;0.01;109;-145;-8684
5856;0.01;0.05;-1.00;0.01;111;-148;-8681
5872;0.01;0.05;-1.00;0.01;111;-145;-8687
5893;0.01;0.05;-1.00;0.01;109;-146;-8685
5912;0.01;0.05;-1.00;0.01;106;-146;-8683
5930;0.01;0.05;-1.00;0.01;104;-144;-8678
5946;0.01;0.05;-1.00;0.01;109;-142;-8681
5963;0.01;0.05;-1.00;0.01;111;-140;-8691
5983;0.01;0.05;-1.00;0.01;108;-140;-8690
6000;0.01;0.05;-1.00;0.01;107;-140;-8679
6017;0.01;0.05;-1.00;0.01;109;-142;-8685
6034;0.01;0.05;-1.00;0.01;111;-140;-8682
6054;0.01;0.05;-1.00;0.01;114;-138;-8687
6071;0.01;0.05;-1.00;0.01;115;-137;-8692
6087;0.01;0.05;-1.00;0.01;115;-145;-8688
6105;0.01;0.05;-1.00;0.01;114;-150;-8687
6126;0.01;0.05;-1.00;0.01;112;-146;-8693
6145;0.01;0.05;-1.00;0.01;110;-145;-8692
6162;0.01;0.05;-1.00;0.01;106;-143;-8697
6179;0.01;0.05;-1.00;0.01;110;-139;-8691
6197;0.01;0.05;-1.00;0.01;105;-141;-8692
6215;0.01;0.05;-1.00;0.01;108;-139;-8684
6233;0.01;0.05;-1.00;0.01;107;-142;-8692
6250;0.01;0.05;-1.00;0.01;108;-142;-8691
6268;0.01;0.05;-1.00;0.01;108;-142;-8690
6286;0.01;0.05;-1.00;0.01;110;-139;-8689
6303;0.01;0.05;-1.00;0.01;107;-138;-8688
6321;0.01;0.05;-1.00;0.01;108;-139;-8688
6352;0.01;0.05;-1.00;0.01;103;-134;-8679
6370;0.01;0.05;-1.00;0.01;104;-133;-8677
6387;0.01;0.05;-1.00;0.01;107;-138;-8682
6404;0.01;0.05;-1.00;0.01;105;-139;-8687
6422;0.01;0.05;-1.00;0.01;109;-137;-8693
6441;0.01;0.05;-1.00;0.01;112;-136;-8693
6458;0.01;0.05;-1.00;0.01;114;-132;-8693
6474;0.01;0.05;-1.00;0.01;110;-134;-8692
6493;0.01;0.05;-1.00;0.01;108;-135;-8689
6511;0.01;0.05;-1.00;0.01;110;-138;-8690
6529;0.01;0.05;-1.00;0.01;109;-138;-8690
6545;0.01;0.05;-1.00;0.01;110;-136;-8698
6568;0.01;0.05;-1.00;0.01;110;-138;-8702
6586;0.01;0.05;-1.00;0.01;112;-139;-8706
6602;0.01;0.05;-1.00;0.01;110;-141;-8704
6619;0.01;0.05;-1.00;0.01;114;-140;-8705
6638;0.01;0.05;-1.00;0.01;114;-135;-8707
6657;0.01;0.05;-1.00;0.01;108;-135;-8706
6674;0.01;0.05;-1.00;0.01;108;-136;-8702
6690;0.01;0.05;-1.00;0.01;107;-135;-8695
6709;0.01;0.05;-1.00;0.01;111;-132;-8688
6728;0.01;0.05;-1.00;0.01;115;-134;-8682
6745;0.01;0.05;-1.00;0.01;115;-137;-8682
6761;0.01;0.05;-1.00;0.01;114;-139;-8683
6784;0.01;0.05;-1.00;0.01;112;-140;-8683
6802;0.01;0.05;-1.00;0.01;110;-143;-8687
6818;0.01;0.05;-1.00;0.01;108;-141;-8683
6836;0.01;0.05;-1.00;0.01;114;-140;-8687
6855;0.01;0.05;-1.00;0.01;112;-144;-8689
6874;0.01;0.05;-1.00;0.01;111;-143;-8689
6901;0.01;0.05;-1.00;0.01;112;-139;-8705
6962;0.01;0.05;-1.00;0.01;108;-138;-8703
6980;0.01;0.05;-1.00;0.01;104;-141;-8702
6998;0.01;0.05;-1.00;0.01;104;-146;-8696
7014;0.01;0.05;-1.00;0.01;104;-146;-8691
7032;0.01;0.05;-1.00;0.01;107;-142;-8693
7054;0.01;0.05;-1.00;0.01;106;-140;-8699
7071;0.01;0.05;-1.00;0.01;111;-139;-8695
7090;0.01;0.05;-1.00;0.01;113;-138;-8701
7107;0.01;0.05;-1.00;0.01;110;-144;-8699
7126;0.01;0.05;-1.00;0.01;103;-138;-8698
7143;0.01;0.05;-1.00;0.01;104;-135;-8700
7160;0.01;0.05;-1.00;0.01;104;-134;-8692
7179;0.01;0.05;-1.00;0.01;107;-138;-8693
7196;0.01;0.05;-1.00;0.01;108;-140;-8687
7214;0.01;0.05;-1.00;0.01;108;-139;-8687
7232;0.01;0.05;-1.00;0.01;113;-137;-8692
7250;0.01;0.05;-1.00;0.01;114;-138;-8692
7268;0.01;0.05;-1.00;0.01;113;-143;-8690
7290;0.01;0.05;-1.00;0.01;109;-137;-8695
7307;0.01;0.05;-1.00;0.01;107;-137;-8692
7323;0.01;0.05;-1.00;0.01;106;-136;-8694
7342;0.01;0.05;-1.00;0.01;105;-137;-8699
7360;0.01;0.05;-1.00;0.01;108;-134;-8699
7379;0.01;0.05;-1.00;0.01;111;-132;-8699
7401;0.01;0.05;-1.00;0.01;111;-145;-8699
7419;0.01;0.05;-1.00;0.01;107;-145;-8702
7438;0.01;0.05;-1.00;0.01;111;-143;-8703
7455;0.01;0.05;-1.00;0.01;113;-146;-8702
7472;0.01;0.05;-1.00;0.01;110;-142;-8702
7490;0.01;0.05;-1.00;0.01;111;-141;-8703
7513;0.01;0.05;-1.00;0.01;111;-136;-8705
7530;0.01;0.05;-1.00;0.01;109;-135;-8705
7547;0.01;0.05;-1.00;0.01;110;-137;-8705
7566;0.01;0.05;-1.00;0.01;115;-137;-8701
7584;0.01;0.05;-1.00;0.01;112;-135;-8698
7601;0.01;0.05;-1.00;0.01;114;-133;-8695
7617;0.01;0.05;-1.00;0.01;117;-133;-8697
7637;0.01;0.05;-1.00;0.01;113;-137;-8700
7656;0.01;0.05;-1.00;0.01;111;-139;-8699
7672;0.01;0.05;-1.00;0.01;110;-135;-8701
7689;0.01;0.05;-1.00;0.01;110;-133;-8701
7708;0.01;0.05;-1.00;0.01;114;-135;-8703
7730;0.01;0.05;-1.00;0.01;116;-130;-8695
7746;0.01;0.05;-1.00;0.01;115;-132;-8693
7764;0.01;0.05;-1.00;0.01;114;-134;-8695
7783;0.01;0.05;-1.00;0.01;110;-138;-8702
7800;0.01;0.05;-1.00;0.01;112;-143;-8703
8820;0.01;0.05;-1.00;0.01;112;-134;-8690
8838;0.01;0.05;-1.00;0.01;111;-136;-8684
8857;0.01;0.05;-1.00;0.01;107;-134;-8680
8875;0.01;0.05;-1.00;0.01;107;-136;-8683
8893;0.01;0.05;-1.00;0.01;108;-140;-8680
8912;0.01;0.05;-1.00;0.01;109;-143;-8684
8935;0.01;0.05;-1.00;0.01;110;-142;-8685
8960;0.01;0.05;-1.00;0.01;104;-141;-8691
8978;0.01;0.05;-1.00;0.01;102;-144;-8692
8995;0.01;0.05;-1.00;0.01;107;-142;-8689
9014;0.01;0.05;-1.00;0.01;110;-144;-8687
9031;0.01;0.05;-1.00;0.01;109;-144;-8689
9049;0.01;0.05;-1.00;0.01;108;-146;-8690
9067;0.01;0.05;-1.00;0.01;109;-146;-8689
9085;0.01;0.05;-1.00;0.01;111;-140;-8689
9102;0.01;0.05;-1.00;0.01;110;-140;-8683
9120;0.01;0.05;-1.00;0.01;114;-145;-8685
9138;0.01;0.05;-1.00;0.01;115;-142;-8688
9156;0.01;0.05;-1.00;0.01;113;-144;-8693
9178;0.01;0.05;-1.00;0.01;108;-142;-8697
9195;0.01;0.05;-1.00;0.01;110;-143;-8695
9212;0.01;0.05;-1.00;0.01;112;-144;-8694
9230;0.01;0.05;-1.00;0.01;112;-148;-8698
9248;0.01;0.05;-1.00;0.01;112;-142;-8700
9267;0.01;0.05;-1.00;0.01;112;-142;-8699
9283;0.01;0.05;-1.00;0.01;110;-140;-8694
9301;0.01;0.05;-1.00;0.01;109;-141;-8696
9320;0.01;0.05;-1.00;0.01;111;-145;-8694
9338;0.01;0.05;-1.00;0.01;113;-143;-8687
9354;0.01;0.05;-1.00;0.01;112;-144;-8684
9371;0.01;0.05;-1.00;0.01;110;-143;-8681
9391;0.01;0.05;-1.00;0.01;109;-145;-8686
9411;0.01;0.05;-1.00;0.01;109;-147;-8690
9428;0.01;0.05;-1.00;0.01;106;-147;-8687
9447;0.01;0.05;-1.00;0.01;111;-146;-8688
9466;0.01;0.05;-1.00;0.01;112;-146;-8691
9482;0.01;0.05;-1.00;0.01;115;-145;-8689
9498;0.01;0.05;-1.00;0.01;-21818;-29406;97
9520;0.01;0.05;-1.00;0.01;108;-144;-8694
9538;0.01;0.05;-1.00;0.01;110;-147;-8695
9555;0.01;0.05;-1.00;0.01;110;-150;-8688
9571;0.01;0.05;-1.00;0.01;108;-150;-8688
9590;0.01;0.05;-1.00;0.01;106;-145;-8682
9609;0.01;0.05;-1.00;0.01;105;-140;-8682
9631;0.01;0.05;-1.00;0.01;110;-138;-8688
9683;0.01;0.05;-1.00;0.01;110;-139;-8687
9701;0.01;0.05;-1.00;0.01;109;-142;-8691
9718;0.01;0.05;-1.00;0.01;115;-140;-8689
9736;0.01;0.05;-1.00;0.01;115;-140;-8691
9753;0.01;0.05;-1.00;0.01;114;-136;-8683
9772;0.01;0.05;-1.00;0.01;111;-137;-8678
9789;0.01;0.05;-1.00;0.01;108;-137;-8678
9806;0.01;0.05;-1.00;0.01;107;-138;-8682
9824;0.01;0.05;-1.00;0.01;108;-141;-8684
9842;0.01;0.05;-1.00;0.01;111;-141;-8693
9860;0.01;0.05;-1.00;0.01;111;-143;-8689
9881;0.01;0.05;-1.00;0.01;106;-142;-8694
9898;0.01;0.05;-1.00;0.01;106;-144;-8691
9916;0.01;0.05;-1.00;0.01;104;-140;-8692
9934;0.01;0.05;-1.00;0.01;96;-140;-8690
9952;0.01;0.05;-1.00;0.01;101;-139;-8689
9968;0.01;0.05;-1.00;0.01;103;-141;-8691
9986;0.01;0.05;-1.00;0.01;106;-139;-8693
10005;0.01;0.05;-1.00;0.01;107;-134;-8695
10030;0.01;0.05;-1.00;0.01;107;-133;-8684
10046;0.01;0.05;-1.00;0.01;112;-132;-8686
10065;0.01;0.05;-1.00;0.01;112;-135;-8687
10083;0.01;0.05;-1.00;0.01;110;-134;-8686
10103;0.01;0.05;-1.00;0.01;109;-133;-8688
10120;0.01;0.05;-1.00;0.01;109;-136;-8694
10139;0.01;0.05;-1.00;0.01;109;-138;-8687
10158;0.01;0.05;-1.00;0.01;114;-139;-8687
10174;0.01;0.05;-1.00;0.01;115;-141;-8688
10190;0.01;0.05;-1.00;0.01;115;-144;-8679
10210;0.01;0.05;-1.00;0.01;111;-143;-8676
10228;0.01;0.05;-1.00;0.01;110;-144;-8675
10245;0.01;0.05;-1.00;0.01;107;-144;-8679
10261;0.01;0.05;-1.00;0.01;107;-144;-8680
10281;0.01;0.05;-1.00;0.01;112;-142;-8679
10299;0.01;0.05;-1.00;0.01;108;-142;-8683
10318;0.01;0.05;-1.00;0.01;110;-144;-8688
10336;0.01;0.05;-1.00;0.01;110;-142;-8691
10355;0.01;0.05;-1.00;0.01;114;-143;-8691
10373;0.01;0.05;-1.00;0.01;113;-143;-8696
10389;0.01;0.05;-1.00;0.01;112;-141;-8691
10408;0.01;0.05;-1.00;0.01;108;-144;-8702
10426;0.01;0.05;-1.00;0.01;106;-145;-8704
10443;0.01;0.05;-1.00;0.01;111;-145;-8694
10460;0.01;0.05;-1.00;0.01;110;-147;-8694
10478;0.01;0.05;-1.00;0.01;107;-142;-8700
10497;0.01;0.05;-1.00;0.01;106;-144;-8706
10514;0.01;0.05;-1.00;0.01;107;-147;-8695
10536;0.01;0.05;-1.00;0.01;110;-144;-8700
10553;0.01;0.05;-1.00;0.01;107;-143;-8699
10580;0.01;0.05;-1.00;0.01;111;-143;-8701
10597;0.01;0.05;-1.00;0.01;110;-144;-8702
10614;0.01;0.05;-1.00;0.01;111;-142;-8705
10632;0.01;0.05;-1.00;0.01;110;-142;-8701
10650;0.01;0.05;-1.00;0.01;111;-140;-8694
10668;0.01;0.05;-1.00;0.01;108;-138;-8697
10685;0.01;0.05;-1.00;0.01;112;-138;-8695
10702;0.01;0.05;-1.00;0.01;107;-135;-8692
10721;0.01;0.05;-1.00;0.01;102;-131;-8694
10738;0.01;0.05;-1.00;0.01;101;-130;-8698
10760;0.01;0.05;-1.00;0.01;103;-134;-8696
10776;0.01;0.05;-1.00;0.01;105;-137;-8696
10795;0.01;0.05;-1.00;0.01;104;-137;-8691
10813;0.01;0.05;-1.00;0.01;103;-138;-8682
10830;0.01;0.05;-1.00;0.01;106;-138;-8686
10847;0.01;0.05;-1.00;0.01;107;-137;-8687
10865;0.01;0.05;-1.00;0.01;104;-140;-8691
10884;0.01;0.05;-1.00;0.01;106;-139;-8696
10902;0.01;0.05;-1.00;0.01;111;-141;-8693
10919;0.01;0.05;-1.00;0.01;106;-144;-8696
10936;0.01;0.05;-1.00;0.01;104;-143;-8693
10954;0.01;0.05;-1.00;0.01;100;-141;-8689
10975;0.01;0.05;-1.00;0.01;101;-143;-8690
10991;0.01;0.05;-1.00;0.01;103;-147;-8696
11011;0.01;0.05;-1.00;0.01;103;-144;-8701
11029;0.01;0.05;-1.00;0.01;103;-143;-8699
11046;0.01;0.05;-1.00;0.01;103;-141;-8698
11062;0.01;0.05;-1.00;0.01;108;-141;-8700
11081;0.01;0.05;-1.00;0.01;112;-145;-8697
11100;0.01;0.05;-1.00;0.01;113;-143;-8700
11118;0.01;0.05;1.22;-1.86;14527;5540;-30204
11139;0.01;0.05;-1.00;0.01;96;-139;-8688
11162;0.01;0.05;-1.00;0.01;100;-138;-8688
11183;0.01;0.05;-1.00;0.01;108;-138;-8697
11199;0.01;0.05;-1.00;0.01;111;-139;-8697
11217;0.01;0.05;-1.00;0.01;110;-142;-8706
11236;0.01;0.05;-1.00;0.01;110;-141;-8699
11253;0.01;0.05;-1.00;0.01;113;-143;-8692
11270;0.01;0.05;-1.00;0.01;115;-142;-8696
11288;0.01;0.05;-1.00;0.01;111;-140;-8693
11307;0.01;0.05;-1.00;0.01;109;-140;-8688
11326;0.01;0.05;-1.00;0.01;106;-141;-8681
11344;0.01;0.05;-1.00;0.01;104;-138;-8683
11396;0.01;0.05;-1.00;0.01;104;-141;-8679
11413;0.01;0.05;-1.00;0.01;101;-141;-8676
11436;0.01;0.05;-1.00;0.01;103;-141;-8682
11453;0.01;0.05;-1.00;0.01;102;-137;-8688
11469;0.01;0.05;-1.00;0.01;101;-141;-8689
11488;0.01;0.05;-1.00;0.01;101;-140;-8690
11507;0.01;0.05;-1.00;0.01;100;-144;-8697
11525;0.01;0.05;-1.00;0.01;105;-145;-8696
11541;0.01;0.05;-1.00;0.01;105;-140;-8697
11559;0.01;0.05;-1.00;0.01;107;-143;-8693
11578;0.01;0.05;-1.00;0.01;103;-139;-8695
11595;0.01;0.05;-1.00;0.01;105;-137;-8699
11612;0.01;0.05;-1.00;0.01;107;-134;-8700
11638;0.01;0.05;-1.00;0.01;108;-134;-8697
11662;0.01;0.05;-1.00;0.01;109;-135;-8693
11678;0.01;0.05;-1.00;0.01;110;-137;-8697
11695;0.01;0.05;-1.00;0.01;108;-140;-8695
11714;0.01;0.05;-1.00;0.01;110;-146;-8693
12738;0.01;0.05;-1.00;0.01;109;-143;-8687
12755;0.01;0.05;-1.00;0.01;112;-144;-8688
12772;0.01;0.05;-1.00;0.01;112;-142;-8685
12790;0.01;0.05;-1.00;0.01;107;-145;-8684
12810;0.01;0.05;-1.00;0.01;111;-147;-8688
12826;0.01;0.05;-1.00;0.01;106;-148;-8688
12843;0.01;0.05;-1.00;0.01;107;-149;-8688
12862;0.01;0.05;-1.00;0.01;112;-146;-8687
12884;0.01;0.05;-1.00;0.01;117;-144;-8687
12900;0.01;0.05;-1.00;0.01;119;-140;-8690
12918;0.01;0.05;-1.00;0.01;122;-137;-8693
12937;0.01;0.05;-1.00;0.01;123;-140;-8692
12955;0.01;0.05;-1.00;0.01;121;-139;-8702
12972;0.01;0.05;-1.00;0.01;122;-140;-8711
12989;0.01;0.05;-1.00;0.01;117;-140;-8702
13009;0.01;0.05;-1.00;0.01;118;-141;-8699
